Case ID,Variant,Priority,Issue Type,Report Channel,Step_count,Reassignment_count,Escalation_count,Has_Bounce,Workload_Index,Open_Hour,Is_Weekend,Resolution_Time_Hours,Predicted_Duration_Hours,Absolute_Error_Hours
INC0173,Variant 3,Medium,Service Request,Website,8,4,1.0,0,32,12,1,10.35,11.404338289025779,1.0543382890257789
INC0174,Variant 6,High,Feature Request,Website,10,8,2.0,0,80,11,1,7.45,6.719386618165787,0.7306133818342131
INC0175,Variant 1,Low,Bug,Email,6,3,0.0,0,18,13,0,16.833333333333332,20.6052738276384,3.771940494305067
INC0176,Variant 3,Medium,Performance Issue,Phone,8,3,1.0,0,24,9,0,13.6,13.29886786991431,0.30113213008568884
INC0177,Variant 1,Medium,Feature Request,Email,6,3,0.0,0,18,5,1,8.15,9.004685436200514,0.8546854362005138
INC0179,Variant 5,Medium,Service Request,Website,12,6,1.0,1,72,4,1,19.633333333333333,17.631256271043764,2.002077062289569
INC0180,Variant 1,Medium,Bug,Website,6,3,0.0,0,18,12,1,11.15,9.211543391408217,1.9384566085917836
INC0181,Variant 4,High,Incident,Website,7,5,1.0,0,35,22,0,5.783333333333333,5.976195260141085,0.19286192680775205
INC0182,Variant 3,High,Performance Issue,Website,8,5,1.0,0,40,15,0,6.083333333333333,6.619220598383093,0.5358872650497597
INC0183,Variant 1,Low,Incident,Email,6,3,0.0,0,18,23,0,16.916666666666668,18.39699880728839,1.480332140621723
INC0184,Variant 3,High,Maintenance,Email,8,4,1.0,0,32,0,0,6.533333333333333,6.7543133597883624,0.22098002645502923
INC0185,Variant 3,Medium,Performance Issue,App,8,4,1.0,0,32,8,0,11.783333333333333,13.680611551908584,1.8972782185752504
INC0186,Variant 1,High,Bug,Email,6,3,0.0,0,18,6,1,5.566666666666666,4.779361196519531,0.7873054701471354
INC0187,Variant 1,Low,Bug,Email,6,3,0.0,0,18,1,0,16.866666666666667,19.02860499946248,2.1619383327958133
INC0188,Variant 3,Low,Feature Request,Website,8,4,1.0,0,32,7,1,28.3,27.723402519240018,0.5765974807599825
INC0189,Variant 1,High,Maintenance,Website,6,2,0.0,0,12,1,1,5.466666666666667,4.976572406605744,0.49009426006092305
INC0190,Variant 2,High,Bug,Website,4,3,0.0,1,12,3,0,2.8666666666666667,2.3718361992945343,0.49483046737213243
INC0191,Variant 1,Medium,Performance Issue,Website,6,3,0.0,0,18,17,1,9.266666666666667,9.579352847923689,0.3126861812570212
INC0192,Variant 2,High,Bug,Email,4,2,0.0,1,8,21,1,1.3833333333333333,2.0663853835978836,0.6830520502645503
INC0193,Variant 3,Medium,Performance Issue,Website,8,5,1.0,0,40,7,0,11.1,13.12185002824124,2.021850028241241
INC0194,Variant 1,Medium,Service Request,Website,6,3,0.0,0,18,8,0,8.516666666666667,9.542794389147243,1.0261277224805756
INC0195,Variant 3,Medium,Feature Request,Website,8,5,1.0,0,40,10,0,13.733333333333333,12.728588009906764,1.0047453234265689
INC0196,Variant 1,Medium,Bug,Email,6,2,0.0,0,12,23,0,10.966666666666667,10.19303066299642,0.7736360036702461
INC0197,Variant 5,Medium,Incident,Website,12,4,1.0,1,48,7,1,19.183333333333334,18.88127982804233,0.3020535052910027
INC0198,Variant 3,Low,Performance Issue,Website,8,5,1.0,0,40,21,0,34.016666666666666,29.068230032467508,4.948436634199158
INC0199,Variant 4,Medium,Bug,Website,7,5,1.0,0,35,23,0,8.866666666666667,13.439081493506501,4.572414826839834
INC0200,Variant 11,High,Bug,Email,6,3,0.0,0,18,10,0,3.5,4.358695389641223,0.8586953896412233
INC0201,Variant 1,Low,Feature Request,Website,6,3,0.0,0,18,13,0,20.0,18.494736771870105,1.5052632281298948
INC0202,Variant 3,Medium,Service Request,Website,8,4,1.0,0,32,18,1,10.783333333333333,12.899109533830362,2.115776200497029
INC0203,Variant 1,High,Feature Request,Email,6,2,0.0,0,12,1,0,3.5166666666666666,4.385891143578644,0.8692244769119775
INC0204,Variant 4,Medium,Bug,Email,7,3,1.0,0,21,13,0,13.5,12.554911385682237,0.945088614317763
INC0205,Variant 3,Medium,Service Request,Email,8,4,1.0,0,32,15,0,11.7,13.190664202618354,1.4906642026183548
INC0206,Variant 3,High,Performance Issue,Website,8,4,1.0,0,32,3,1,6.433333333333334,6.733299609540787,0.29996627620745375
INC0207,Variant 1,Medium,Bug,Website,6,3,0.0,0,18,8,1,8.55,8.72610845605012,0.1761084560501196
INC0208,Variant 1,Low,Service Request,Website,6,3,0.0,0,18,15,0,18.383333333333333,17.726305028652497,0.6570283046808356
INC0209,Variant 1,Medium,Service Request,Website,6,2,0.0,0,12,22,0,9.416666666666666,9.247834430973882,0.1688322356927845
INC0210,Variant 1,Low,Bug,Website,6,3,0.0,0,18,3,1,18.333333333333332,17.644836593653256,0.6884967396800761
INC0211,Variant 1,Medium,Bug,Email,6,3,0.0,0,18,8,1,9.433333333333334,9.754078509299342,0.3207451759660085
INC0212,Variant 11,High,Feature Request,Email,6,3,0.0,0,18,22,0,5.083333333333333,4.664024670853841,0.4193086624794917
INC0213,Variant 4,High,Performance Issue,Email,7,4,1.0,0,28,1,1,8.116666666666667,7.417116181657846,0.699550485008821
INC0214,Variant 1,Low,Maintenance,Email,6,3,0.0,0,18,16,0,14.45,16.56926377310961,2.119263773109612
INC0215,Variant 1,High,Feature Request,Email,6,2,0.0,0,12,8,0,5.883333333333334,4.802384032788202,1.0809493005451314
INC0216,Variant 3,Medium,Incident,Website,8,5,1.0,0,40,6,0,11.133333333333333,13.472006921319423,2.33867358798609
INC0217,Variant 3,Medium,Performance Issue,Email,8,4,1.0,0,32,19,0,13.833333333333334,13.322321163513317,0.5110121698200167
INC0218,Variant 3,High,Performance Issue,Website,8,5,1.0,0,40,15,0,7.7,6.619220598383093,1.0807794016169074
INC0219,Variant 3,Medium,Performance Issue,Website,8,6,1.0,0,48,0,0,12.1,13.92514588862492,1.8251458886249203
INC0220,Variant 3,Medium,Performance Issue,Website,8,5,1.0,0,40,12,0,12.2,13.448219797916517,1.2482197979165175
INC0221,Variant 3,Low,Incident,Website,8,4,1.0,0,32,19,0,29.4,27.334166198307866,2.0658338016921327
INC0222,Variant 3,Low,Feature Request,Email,8,5,1.0,0,40,16,1,25.883333333333333,26.491546957671964,0.6082136243386316
INC0223,Variant 1,High,Technical Issue,Website,6,2,0.0,0,12,19,0,4.116666666666666,4.676262249478916,0.5595955828122499
